org.scribe.extractors.HeaderExtractorImpl:extract:(Lorg/scribe/model/OAuthRequest;)Ljava/lang/String;:19:7:1 org.scribe.model.Request:<init>:(Lorg/scribe/model/Request$Verb;Ljava/lang/String;)V:39:1:1 org.scribe.extractors.BaseStringExtractorImpl:checkPreconditions:(Lorg/scribe/model/OAuthRequest;)V:37:7:1 org.scribe.utils.Preconditions:checkValidUrl:(Ljava/lang/String;Ljava/lang/String;)V:22:10:1 org.scribe.extractors.HeaderExtractorImpl:checkPreconditions:(Lorg/scribe/model/OAuthRequest;)V:31:7:2 
org.scribe.model.Request:getQueryStringParams:()Ljava/util/Map;:140:6:0 org.scribe.extractors.HeaderExtractorImpl:checkPreconditions:(Lorg/scribe/model/OAuthRequest;)V:31:6:0 org.scribe.services.HMACSha1SignatureService:getSignature:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:25:3:0 org.scribe.services.TimestampServiceImpl:getTs:()Ljava/lang/Long;:28:9:0 org.scribe.model.Request:addHeaders:(Ljava/net/HttpURLConnection;)V:81:7:0 
org.scribe.extractors.TokenExtractorImpl:extract:(Ljava/lang/String;)Lorg/scribe/model/Token;:18:7:0 org.scribe.services.HMACSha1SignatureService:getSignature:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:23:10:0 org.scribe.extractors.BaseStringExtractorImpl:extract:(Lorg/scribe/model/OAuthRequest;)Ljava/lang/String;:20:3:1 org.scribe.model.Response:parseHeaders:(Ljava/net/HttpURLConnection;)Ljava/util/Map;:50:7:7 org.scribe.utils.URLUtils:removeTrailingSeparator:(Ljava/lang/StringBuffer;)Ljava/lang/String;:37:7:0 
org.scribe.model.OAuthConfig:getRequestTokenVerb:()Lorg/scribe/model/Request$Verb;:67:6:0 org.scribe.extractors.HeaderExtractorImpl:extract:(Lorg/scribe/model/OAuthRequest;)Ljava/lang/String;:18:1:0 org.scribe.services.TimestampServiceImpl:getNonce:()Ljava/lang/String;:18:7:2 org.scribe.model.OAuthRequest:checkKey:(Ljava/lang/String;)Ljava/lang/String;:26:1:0 org.scribe.utils.StreamUtils:getStreamContents:(Ljava/io/InputStream;)Ljava/lang/String;:15:1:1 
org.scribe.extractors.BaseStringExtractorImpl:extract:(Lorg/scribe/model/OAuthRequest;)Ljava/lang/String;:16:10:0 org.scribe.model.Request:getQueryStringParams:()Ljava/util/Map;:144:7:2 org.scribe.model.Response:parseBodyContents:()Ljava/lang/String;:41:12:0 org.scribe.utils.URLUtils:removeTrailingSeparator:(Ljava/lang/StringBuffer;)Ljava/lang/String;:37:7:1 org.scribe.services.HMACSha1SignatureService:getSignature:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:25:7:2 
org.scribe.services.HMACSha1SignatureService:getSignature:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:25:1:0 org.scribe.extractors.BaseStringExtractorImpl:getSortedAndEncodedParams:(Lorg/scribe/model/OAuthRequest;)Ljava/lang/String;:30:7:5 org.scribe.model.Response:<init>:(Ljava/net/HttpURLConnection;)V:30:12:1 org.scribe.model.Request:addHeaders:(Ljava/net/HttpURLConnection;)V:81:7:2 org.scribe.utils.URLUtils:removeTrailingSeparator:(Ljava/lang/StringBuffer;)Ljava/lang/String;:37:5:0 
org.scribe.services.HMACSha1SignatureService:getSignature:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:24:10:1 org.scribe.services.HMACSha1SignatureService:doSign:(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:38:7:3 org.scribe.utils.StreamUtils:getStreamContents:(Ljava/io/InputStream;)Ljava/lang/String;:14:1:0 org.scribe.extractors.BaseStringExtractorImpl:checkPreconditions:(Lorg/scribe/model/OAuthRequest;)V:37:7:2 org.scribe.utils.URLUtils:formURLEncodeMap:(Ljava/util/Map;)Ljava/lang/String;:21:10:0 
org.scribe.utils.Preconditions:checkEmptyString:(Ljava/lang/String;Ljava/lang/String;)V:16:6:1 org.scribe.extractors.BaseStringExtractorImpl:checkPreconditions:(Lorg/scribe/model/OAuthRequest;)V:37:6:1 org.scribe.model.Request:send:()Lorg/scribe/model/Response;:61:7:0 org.scribe.utils.StreamUtils:getStreamContents:(Ljava/io/InputStream;)Ljava/lang/String;:19:3:1 org.scribe.model.OAuthRequest:checkKey:(Ljava/lang/String;)Ljava/lang/String;:26:3:0 
org.scribe.utils.Preconditions:checkNotNull:(Ljava/lang/Object;Ljava/lang/String;)V:11:6:0 org.scribe.utils.Preconditions:checkNotNull:(Ljava/lang/Object;Ljava/lang/String;)V:11:3:0 org.scribe.model.Token:<init>:(Ljava/lang/String;Ljava/lang/String;)V:12:12:1 org.scribe.utils.Preconditions:check:(ZLjava/lang/String;)V:44:1:0 org.scribe.services.TimestampServiceImpl:setTimer:(Lorg/scribe/services/TimestampServiceImpl$Timer;)V:33:12:0 
org.scribe.extractors.HeaderExtractorImpl:addToHeader:(Ljava/lang/StringBuffer;Ljava/lang/String;Ljava/lang/String;)V:39:7:0 org.scribe.utils.URLUtils:doFormUrlEncode:(Ljava/util/Map;)Ljava/lang/String;:32:9:0 org.scribe.extractors.TokenExtractorImpl:extract:(Ljava/lang/String;)Lorg/scribe/model/Token;:22:7:6 org.scribe.utils.Preconditions:checkNotNull:(Ljava/lang/Object;Ljava/lang/String;)V:11:8:0 org.scribe.extractors.HeaderExtractorImpl:checkPreconditions:(Lorg/scribe/model/OAuthRequest;)V:31:7:0 
org.scribe.extractors.TokenExtractorImpl:extract:(Ljava/lang/String;)Lorg/scribe/model/Token;:16:10:0 org.scribe.utils.Preconditions:isUrl:(Ljava/lang/String;)Z:36:6:0 org.scribe.services.HMACSha1SignatureService:doSign:(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:35:7:0 org.scribe.extractors.TokenExtractorImpl:extract:(Ljava/lang/String;)Lorg/scribe/model/Token;:19:6:0 org.scribe.utils.URLUtils:doFormUrlEncode:(Ljava/util/Map;)Ljava/lang/String;:30:7:5 
org.scribe.extractors.HeaderExtractorImpl:removeTrail:(Ljava/lang/StringBuffer;)Ljava/lang/String;:44:7:1 org.scribe.utils.URLUtils:formURLEncodeMap:(Ljava/util/Map;)Ljava/lang/String;:22:9:0 org.scribe.model.Request:<init>:(Lorg/scribe/model/Request$Verb;Ljava/lang/String;)V:37:12:3 org.scribe.model.OAuthRequest:checkKey:(Ljava/lang/String;)Ljava/lang/String;:26:3:1 org.scribe.model.Request:getQueryStringParams:()Ljava/util/Map;:138:1:0 
org.scribe.model.Request:<init>:(Lorg/scribe/model/Request$Verb;Ljava/lang/String;)V:38:12:4 org.scribe.utils.MapUtils:sort:(Ljava/util/Map;)Ljava/util/Map;:15:7:5 org.scribe.model.Request:doSend:()Lorg/scribe/model/Response;:74:10:2 org.scribe.services.TimestampServiceImpl:getNonce:()Ljava/lang/String;:18:7:1 org.scribe.extractors.TokenExtractorImpl:extract:(Ljava/lang/String;)Lorg/scribe/model/Token;:18:7:1 
org.scribe.extractors.TokenExtractorImpl:extract:(Ljava/lang/String;)Lorg/scribe/model/Token;:22:7:5 org.scribe.services.HMACSha1SignatureService:getSignature:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;:25:7:0 org.scribe.model.Request:getBodyContents:()Ljava/lang/String;:192:8:0 org.scribe.model.OAuthRequest:<init>:(Lorg/scribe/model/Request$Verb;Ljava/lang/String;)V:14:12:0 org.scribe.services.TimestampServiceImpl:getTimestampInSeconds:()Ljava/lang/String;:23:7:1 
org.scribe.model.Response:getBody:()Ljava/lang/String;:72:9:0 org.scribe.model.Response:<init>:(Ljava/net/HttpURLConnection;)V:31:8:0 org.scribe.model.OAuthRequest:getOauthParameters:()Ljava/util/Map;:35:9:0 org.scribe.model.OAuthRequest:checkKey:(Ljava/lang/String;)Ljava/lang/String;:29:9:0 org.scribe.utils.URLUtils:doFormUrlEncode:(Ljava/util/Map;)Ljava/lang/String;:30:7:8 
org.scribe.utils.MapUtils:sort:(Ljava/util/Map;)Ljava/util/Map;:13:6:0 org.scribe.utils.Preconditions:isUrl:(Ljava/lang/String;)Z:36:3:1 org.scribe.extractors.HeaderExtractorImpl:removeTrail:(Ljava/lang/StringBuffer;)Ljava/lang/String;:44:5:0 org.scribe.extractors.HeaderExtractorImpl:addToHeader:(Ljava/lang/StringBuffer;Ljava/lang/String;Ljava/lang/String;)V:39:3:1 org.scribe.model.Response:parseHeaders:(Ljava/net/HttpURLConnection;)Ljava/util/Map;:48:7:1 
org.scribe.model.Response:getHeaders:()Ljava/util/Map;:103:9:0 org.scribe.model.Request:getQueryStringParams:()Ljava/util/Map;:139:1:1 org.scribe.exceptions.OAuthParametersMissingException:<init>:(Lorg/scribe/model/OAuthRequest;)V:14:3:1 org.scribe.utils.Preconditions:checkEmptyString:(Ljava/lang/String;Ljava/lang/String;)V:16:7:0 org.scribe.model.Response:wasSuccessful:()Z:62:6:1 
